review_index,path,filename,sha256,width,height,prior_disposition,disposition,decision_reason,app_question_id,app_quiz_asset
518,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P055 Cystic Fibrosis Clinical Features 02.jpeg,P055 Cystic Fibrosis Clinical Features 02.jpeg,aebbfa96cf50c49f45260e016e4ff8d753fd9051694253022bad974bce365752,830,642,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
519,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P055 Cystic Fibrosis Clinical Features 03.jpeg,P055 Cystic Fibrosis Clinical Features 03.jpeg,6f2a15c9f1ed09ed6a9114751405caf69ab4021d718dd2f7354b4f412e0fbcb1,894,600,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
520,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P055 Cystic Fibrosis Clinical Features 04.jpeg,P055 Cystic Fibrosis Clinical Features 04.jpeg,e26534c3775448081acd935a89191c27f4a59efe57c7b36980d630afebe1fb35,906,606,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
521,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P056 Surface Tension.png,P056 Surface Tension.png,fce10ecc9f2bfd47167cdfa1ed4ef4362292d8c2090ef507c4c23dbc7ee98baa,407,459,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
522,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P057 Restrictive Lung Disease Basics.jpeg,P057 Restrictive Lung Disease Basics.jpeg,7e20d7c06fd38e32f605be3aae3c79a191f4e56e5c4dac577ed8a4b04bfb6a4c,480,434,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
523,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P058 Pulmonary Fibrosis 01.jpeg,P058 Pulmonary Fibrosis 01.jpeg,07cb337a60b4706904931bd0f7ac52b1d0bcecab03856a07175cc8796b5960f0,758,718,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
524,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P058 Pulmonary Fibrosis 02.jpeg,P058 Pulmonary Fibrosis 02.jpeg,adce17bccc61572cbd40a0b5a3a0304d8941d640cdad622e349a0c398c8ba60b,628,560,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
525,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P058 Pulmonary Fibrosis 03.jpeg,P058 Pulmonary Fibrosis 03.jpeg,821ee45a7808ac1499ca3c66608dacbd9dbf145348c20c0330c4e88a4be0eb0e,778,780,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
526,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P059 Fetal Lung Maturity.png,P059 Fetal Lung Maturity.png,4a766dc115e6f55082714efc56cea45d349d8ab829243d9f62b621b33468b996,224,224,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
527,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P059 Pneumoconiosis 02.jpeg,P059 Pneumoconiosis 02.jpeg,20d98bc796fb8b1eb414b5e4801b284092f470304b7bd13168197c75075f55f9,1388,266,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
528,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P060 Hypersensitivity Pneumonitis.jpeg,P060 Hypersensitivity Pneumonitis.jpeg,185e8edb331d96bed5704a1b65a82cd2bde1860d52c9191f5bf646625d9dbea5,1374,882,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
529,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P061 Neonatal RDS - Risk Factors.png,P061 Neonatal RDS - Risk Factors.png,4d8f5c394cca6144fe914a064fa811c09d42a3edab8bcdf18f9f62a423ec24df,1000,1205,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
530,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P062 Lung Cancer Basics 01.jpeg,P062 Lung Cancer Basics 01.jpeg,8bd50508342e9da640e2014012d5ef2ee677a354cda843f9415aa9003071dd9a,884,698,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
531,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P062 Lung Cancer Basics 02.jpeg,P062 Lung Cancer Basics 02.jpeg,5625e355effa057b13c4af0004117443b2cb2966d5a7d9e824ccb454c22f258d,350,346,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
532,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P062 Lung Cancer Basics 03.jpeg,P062 Lung Cancer Basics 03.jpeg,4d05e0d8d06c6ea92788ce294ef52a461dce41b6109344ad0fddc6a3f2bdebc1,472,456,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
533,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P063 Neonatal RDS - Complications.png,P063 Neonatal RDS - Complications.png,db425d9102a59602e35fc38c32b9d24eac426cbb7045d77e4052d7af5cc13211,545,452,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
534,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P063 Small Cell Carcinoma 01.jpeg,P063 Small Cell Carcinoma 01.jpeg,db5dd16448d4f9629ee2033a134c14bda14da1b3b0e70d78e7427abcca0542bb,800,533,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
535,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P063 Small Cell Carcinoma 02.jpeg,P063 Small Cell Carcinoma 02.jpeg,801cba2db6c89740bbd6b515fd4892b89321bcd9a06e88111aeb05517f9ae9df,460,324,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
536,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P064 Mediastinal Anatomy.png,P064 Mediastinal Anatomy.png,becd84f4f87b222222f177e3f2e4877396b03daab416d065715ba266133b2d6a,670,506,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
537,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P064 Non Small Cell Carcinoma 01.jpeg,P064 Non Small Cell Carcinoma 01.jpeg,72a442b73c116e53abefafb218f339e0f027d1a9a07592d198b7d779debaf247,1076,672,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
538,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P064 Non Small Cell Carcinoma 02.jpeg,P064 Non Small Cell Carcinoma 02.jpeg,2fc5cdbac9cec7913fc98633300566d5b9acd5e43ccf07037fdd29e1d665edc3,1264,566,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
539,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P064 Non Small Cell Carcinoma 03.jpeg,P064 Non Small Cell Carcinoma 03.jpeg,651a4309207e39173053727ea61f4db6dcd966c51946587f9ecd022820902509,368,300,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
540,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P064 Non Small Cell Carcinoma 04.jpeg,P064 Non Small Cell Carcinoma 04.jpeg,3a20fe5f14cd45a01a1f3074c87b4271985e79379d9b37416e96b7d4cf78fe6b,300,270,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
541,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P064 Non Small Cell Carcinoma 05.jpeg,P064 Non Small Cell Carcinoma 05.jpeg,80a0f2ab417f78ef851141070ec6057947d32d5629d633393e104d7e2a4f438b,532,190,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
542,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P064 Non Small Cell Carcinoma 06.jpeg,P064 Non Small Cell Carcinoma 06.jpeg,e4c0faac79cfc9886bbfd707447e10a6fc14a7b22e2630cfcbde6870e8b7a55b,1126,166,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
543,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P064 Non Small Cell Carcinoma 07.jpeg,P064 Non Small Cell Carcinoma 07.jpeg,066ba8de7de6987c0f33718e210f8f054ed3ee43a7ac6de89725cd0cf49a1afe,1136,796,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
544,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P064 Non Small Cell Carcinoma 08.jpeg,P064 Non Small Cell Carcinoma 08.jpeg,e9c672d1bc19bc2b086998f46133c1c39be088578ccb3e1ad51992c0688bb1c8,830,446,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
545,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P065 Mesothelioma 01.jpeg,P065 Mesothelioma 01.jpeg,fc285583b640d85aa12704bf7ac66fd32b129f5a46cfcb1e8fdf12eedf8bbfa2,1346,1184,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
546,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P065 Mesothelioma 02.jpeg,P065 Mesothelioma 02.jpeg,f29f13195da9280c945d0cd4eab8bfc65477025710f463e62e86df444ff8e7d5,998,372,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
547,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P066 Mediastinal Anatomy.png,P066 Mediastinal Anatomy.png,0eb49caf13f48517f7d21adec88b23370fb978da86981a4525fb5dd5d8a21210,840,736,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
548,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P067 DVT and Pulmonary Embolism 01.jpeg,P067 DVT and Pulmonary Embolism 01.jpeg,31bc92b050147f0b58b459dd7af673a37e150a577f92866b50956154f8bc22ca,402,370,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
549,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P067 DVT and Pulmonary Embolism 02.jpeg,P067 DVT and Pulmonary Embolism 02.jpeg,a2ba8b208317cc60c4044b6be0852e176d832967d86ef1aea985500af85be40a,753,552,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
550,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P067 DVT and Pulmonary Embolism 03.jpeg,P067 DVT and Pulmonary Embolism 03.jpeg,b66566b07eed3f6dccf518aeb08ad8a48ab38aa9832754dcf8ba8722f52e4de0,868,800,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
551,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P067 DVT and Pulmonary Embolism 04.jpeg,P067 DVT and Pulmonary Embolism 04.jpeg,31186aa00e79694457cb020cf4432278eb49dd7789eb96e41ccd1a3f8a2a38cf,514,792,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
552,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P067 Mediastinal Structures.png,P067 Mediastinal Structures.png,703f18a04e29446e2ed5a607485336afbe3f9745330e48d4fe9c70a02863a012,225,225,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
553,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P068 Anterior Mediastinal Masses - Terrible Ts.png,P068 Anterior Mediastinal Masses - Terrible Ts.png,2b044ed1d12eac0e743f9ddc38f23a8c9b798c779c98bae503dff178914f2424,470,284,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
554,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P069 Pneumothorax Pathophysiology 02.jpeg,P069 Pneumothorax Pathophysiology 02.jpeg,5e6bad20a9d8c1e081bd3d09734f932bf366c282cd16762b155fd99783c60f28,862,562,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
555,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P069 Pneumothorax Pathophysiology 03.jpeg,P069 Pneumothorax Pathophysiology 03.jpeg,6844e1a280cea1e72dc578c343613b0941fdb988be2add2c3c5cf1f16781cd33,982,354,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
556,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P070 Diaphragm.png,P070 Diaphragm.png,6cf1b9ea0cc4db38956cc7e15b4062a58fe0e382bd0dfb6b415d412cff35220b,628,466,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
557,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P070 Pneumothorax Chest Xrays 01.jpeg,P070 Pneumothorax Chest Xrays 01.jpeg,3c3cfe400a80a8ebbd34fefec0151a4a5a4540580de5ab97c042e994fb584e15,844,1052,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
558,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P070 Pneumothorax Chest Xrays 02.jpeg,P070 Pneumothorax Chest Xrays 02.jpeg,e4e586b11044dbf8dff0f66fb793450a65f38514143d8d108ac88d651293cb27,440,363,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
559,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P071 Diaphragm.png,P071 Diaphragm.png,e208f884d2c89208c5fcba9a1fe74fda67c1769772f001192b7adde2b8b4d80a,956,819,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
560,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P071 Pulmonary Edema 02.jpeg,P071 Pulmonary Edema 02.jpeg,58a71b93f4747aaf2b5d3268150658b683eb5ec22f81c6095a154c48c41e0266,1234,1000,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
561,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P071 Pulmonary Edema 03.jpeg,P071 Pulmonary Edema 03.jpeg,3bee43e0a914433aba023c1be2fd8477196d6d5972dbffeafece1760b9247f21,572,412,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
562,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P071 Pulmonary Edema 04.jpeg,P071 Pulmonary Edema 04.jpeg,f1d26d317a605260a22ab88d9ed04a328287b6cbbd03d62a3ab9f7e303bfef92,564,424,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
563,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P072 Muscles of Quiet Respiration.png,P072 Muscles of Quiet Respiration.png,11aab8de736ff5fe18c6f65e33f65056067fe4ac124141df0a828eb93d3f1cca,948,754,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
564,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P072 Pleural Effusion Pathophysiology.jpeg,P072 Pleural Effusion Pathophysiology.jpeg,639de7aa0b0a1edff61c0a14b9044adf647266dc83302294f53b9be760b183f0,442,340,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
565,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P073 Exercise Breathing 01.png,P073 Exercise Breathing 01.png,072fd7abbb74273c6d619ec9b4c730718cfda7b9d1a669b55daffb4f65df598d,1365,1433,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
566,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P073 Pleural Effusion Chest Xrays 01.jpeg,P073 Pleural Effusion Chest Xrays 01.jpeg,95b13525cfe485b47d331d0bbbb30ce59b4d00687a2c4411d7905ceb1d9cf8aa,508,616,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
567,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P073 Pleural Effusion Chest Xrays 02.jpeg,P073 Pleural Effusion Chest Xrays 02.jpeg,f865936ef4a4a6b5c7898c8e600f7a28eb5b5a3bd9966110eee68f07a07c2a82,608,696,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
568,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P073 Pleural Effusion Chest Xrays 03.jpeg,P073 Pleural Effusion Chest Xrays 03.jpeg,8c143d3cc929da4ffd62af521fb8fcff825e83fef83a83dff312c5c84b379537,738,728,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
569,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P074 ARDS Pathogenesis and Diagnosis.jpeg,P074 ARDS Pathogenesis and Diagnosis.jpeg,b89436a43a98601c3199fbcad0350f375e4b76155d8da805e0c8c481fa0a9828,378,336,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
570,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P075 ARDS Hyaline Membranes 01.jpeg,P075 ARDS Hyaline Membranes 01.jpeg,ad23afb2db0a97d4d5e87ebc549e498fcf29c069d7fa551c45e1cb49721133b2,1090,966,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
571,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P075 ARDS Hyaline Membranes 02.jpeg,P075 ARDS Hyaline Membranes 02.jpeg,192aa34533d62d411f9817e89e100d078253f30878d5a5b478f8e7ddcdad9ef4,1330,988,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
572,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P076 Lung Volumes.png,P076 Lung Volumes.png,043c681d5541cb04d4c76a23da764acdde839f76232d08c19173466e098ba82d,1648,850,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
573,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P076 Neonatal Respiratory Distress Syndrome.jpeg,P076 Neonatal Respiratory Distress Syndrome.jpeg,b58734ce800c6ea5ce24bd0d3b9e2e79b1951d0a15d1a90dd4e23952d70f7abe,820,824,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
574,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P077 Sleep Apnea 01.jpeg,P077 Sleep Apnea 01.jpeg,c4c87d5f2491c0c9b0fd546225318f70e14d4e8b168d1cc1654ff87d87a0c390,832,294,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
575,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P077 Sleep Apnea 02.jpeg,P077 Sleep Apnea 02.jpeg,4fbd87b42a32661beb84473b8fef619777bf3606f45df58e0e12d3c08776f90c,1246,450,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
576,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P077 Sleep Apnea 03.jpeg,P077 Sleep Apnea 03.jpeg,9c1656e420f4f5bb731eead31cc4a8c86282444e488e9da0f029ad100277c559,795,600,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
577,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/P077 Sleep Apnea 04.jpeg,P077 Sleep Apnea 04.jpeg,894875109645afe14f4edeb8aa161b1a15e94cb670a56890a03c7f177c934b17,584,190,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
