index,sha256,filename,path,lectures,topics,relevance
131,0acee42d7192b836f4e6bfdd62cd119ef71a50003c2870ae988d4740ec8caaf2,Epiglottitis-Normal-vs-Enlarged-Epiglottis.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Epiglottitis-Normal-vs-Enlarged-Epiglottis.png,P33 - Otolaryngology - Upper Airway Pathology | Pulmonary - Comprehensive Study Guide,epiglottitis | thumbprint sign | radiography,Side-by-side lateral neck radiographs showing the epiglottitis thumbprint sign.
132,02a17e780447220f1a0b2f1c9c7a0e2c853bb8bd58d7c84a4cde3adba083dca6,example-ecg-seen-in-pulmonary-embolism.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/example-ecg-seen-in-pulmonary-embolism.jpg,P13 - Pulmonary Problem Solving Exercise Part 1,pulmonary embolism | ECG | right-heart strain,Annotated ECG showing S1Q3T3 and right-heart-strain changes that may accompany pulmonary embolism.
133,82a397e2dca138ffe45ce4c6286791db18d33561cc890a0c46732d6a5228ba60,Exercise-Altitude-Panic-Attack-Vq-Table.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Exercise-Altitude-Panic-Attack-Vq-Table.png,"P10 - Physiology Six-Case Workshop | P7 - Gas Exchange, Part 2 - Causes of Hypoxemia | P8 - Control of Ventilation",Exercise Altitude Panic Attack Vq Table,Visually verified course-aligned reference for Physiology Six-Case Workshop: Exercise Altitude Panic Attack Vq Table.
134,70d9c22a563e798250c1718d0baf79c753849c0f7e5b5718d3a7aa2dc9a89a74,exudative-vs-transudative-pleural-effusions.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/exudative-vs-transudative-pleural-effusions.png,P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care | P31 - Review of Pneumonia - Pathology and Pharmacology,pleural effusion | Light criteria | transudate | exudate,"Directly compares Light criteria, mechanisms, and common causes of exudative and transudative effusions."
135,887cb6bd3ccd02534977e37e3df7b97adaa4ecdb4cef8bc9b4149d5988bfabbe,F_Asthma_Curschmann_Spirals.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/F_Asthma_Curschmann_Spirals.png,P19 - Obstructive Diseases and Airway Diseases,asthma | Curschmann spirals | sputum,Demonstrates Curschmann spirals from small-airway mucus casts in sputum.
136,bf0ea3fa0a7a22888c7d0dfe3e64406574bc7123591cbd86ad1b9ac8c1957f2e,Facial features in chronic bronchitis.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Facial features in chronic bronchitis.jpg,P12 - Approach to Pulmonary Abnormalities,general appearance | cyanosis | chronic bronchitis,Clinical photograph illustrating the cyanotic/plethoric chronic-bronchitis appearance discussed in the lecture.
137,5d79f8118a461f18fa363d3d5bceab8dda05346fa298e3135d38bc39a859316d,Fick-Law-of-Diffusion.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Fick-Law-of-Diffusion.png,"P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",Fick Law of Diffusion,"Visually verified course-aligned reference for Gas Exchange, Part 1 - Pressures, Diffusion and Transport: Fick Law of Diffusion."
138,581c329856ef6e4044fe8d2da63376f82fef1b4c6d26211439367a762ac7e6ff,Final Section of the Bronchial Tree.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Final Section of the Bronchial Tree.jpg,P2 - Structure and Volumes,Final Section of the Bronchial Tree,Visually verified course-aligned reference for Structure and Volumes: Final Section of the Bronchial Tree.
139,40f1bfacecf747f5ae21e9b2b677a998fec24f0361a5e594377cdc6a4109eb62,Finger Clubbing and Hippocratic Nails in Cystic Fibrosis.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Finger Clubbing and Hippocratic Nails in Cystic Fibrosis.jpg,P38 - Mystery Illness Review Session - Interactive Workshop | Pulmonary - Comprehensive Study Guide,clubbing | cystic fibrosis,Clinical image reinforces the P38 clubbing examination finding.
140,e3cf8908bdea0ab4ceee7fc204361c26dbad5ebe277e1f954279dc8e6e748979,"Fleischner sign, Westermark sign, and knuckle sign in pulmonary embolism.jpg","/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Fleischner sign, Westermark sign, and knuckle sign in pulmonary embolism.jpg",P25 - Radiology of Restrictive Lung Disease and Extras,pulmonary embolism | radiography,Shows classic pulmonary embolism radiographic signs.
141,dcf8885276e0079b487a159dcbaabb86be663adc7595f4ffd0899d528469c069,Flow-Volume Loop in Obstructive and Restrictive Lung Diseases.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flow-Volume Loop in Obstructive and Restrictive Lung Diseases.jpg,"P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",Flow Volume Loop in Obstructive and Restrictive Lung Diseases,"Visually verified course-aligned reference for Spirometry, Obstructive and Restrictive Pulmonary Diseases: Flow Volume Loop in Obstructive and Restrictive Lung Diseases."
142,e588e4ed049d7e9fabe9740283bac60767d1fabf697c1d625dc025e8cc927ecc,Flow-Volume-Loop-for-Fixed-Immobile-Upper-Airway-Obstruction.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flow-Volume-Loop-for-Fixed-Immobile-Upper-Airway-Obstruction.jpg,"P37 - Advanced Spirometry Review - Interactive Workshop | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases | Pulmonary - Comprehensive Study Guide",fixed obstruction | flow-volume loop | tracheal stenosis,Shows flattening of both limbs in fixed upper-airway obstruction with representative lesion types.
143,27154896066bf2b0f92e12fa8f1b501a5c37be6821d8c9debce10279cabb97f4,Flow-Volume-Loop-for-Mobile-Variable-Intrathoracic-Obstruction.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flow-Volume-Loop-for-Mobile-Variable-Intrathoracic-Obstruction.jpg,"P37 - Advanced Spirometry Review - Interactive Workshop | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",variable intrathoracic obstruction | expiratory flattening | tracheomalacia,Shows expiratory-limb limitation in variable intrathoracic obstruction and links it to tracheobronchomalacia.
144,01db6624be6aaa2ddfee8f1a7149ab1f1adb3ec63dc87e019eeef35c4caee195,Flow-Volume-Loop-for-Parenchymal-Restrictive-Lung-Disease.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flow-Volume-Loop-for-Parenchymal-Restrictive-Lung-Disease.jpg,"P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",Flow Volume Loop for Parenchymal Restrictive Lung Disease,"Visually verified course-aligned reference for Spirometry, Obstructive and Restrictive Pulmonary Diseases: Flow Volume Loop for Parenchymal Restrictive Lung Disease."
145,f6f8f8447b68ce0238c997696c817c42e00909f31d1ab5607b14e31744dc2cc7,flow-volume-loop-for-small-airway-obstructive-lung-disease.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/flow-volume-loop-for-small-airway-obstructive-lung-disease.jpg,"P19 - Obstructive Diseases and Airway Diseases | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",spirometry | flow-volume loop | air trapping,"Shows the scooped expiratory limb, air trapping, increased residual volume, and reduced vital capacity emphasized in the lecture."
146,4d70c125a1f75b942e5aea969490033f19d065c8e92d0f7065683ef3ce41a71b,Flow-Volume-Loop-for-Variable-Mobile-Extrathoracic-Obstruction.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flow-Volume-Loop-for-Variable-Mobile-Extrathoracic-Obstruction.jpg,"P37 - Advanced Spirometry Review - Interactive Workshop | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",variable extrathoracic obstruction | inspiratory flattening | VCD/ILO,Shows inspiratory-limb flattening and pressure mechanics of variable extrathoracic obstruction.
147,9fd9e34f4aa794c8376988062092db4751b523964459ccd3ee68fc4f3b060833,Flow-Volume-Loops-Normal-Obstructive-Restrictive-Table.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flow-Volume-Loops-Normal-Obstructive-Restrictive-Table.png,"P11 - Physiology Practice Question Review | P37 - Advanced Spirometry Review - Interactive Workshop | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases | P9 - Pulmonary Physiology Review | Pulmonary - Comprehensive Study Guide",Flow Volume Loops Normal Obstructive Restrictive Table,Visually verified course-aligned reference for Physiology Practice Question Review: Flow Volume Loops Normal Obstructive Restrictive Table.
148,69d98757674d19753ed228f4b8be2ccf0e53ebae1ad2977b7fb8be86562f97ef,Flu sketchy.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flu sketchy.png,P29 - Microbiology of Pneumonia - Viral Infections of the Respiratory Tract,influenza | antigenic drift and shift | antivirals | complications,"Dense but readable Sketchy-style influenza retrieval map covering genome, replication, drift/shift, neuraminidase, complications, and antivirals."
149,032a879b33d157fdb94a42a46924f64e89f817c7b3efc9c473672fd4399b061b,G_Asthma_Charcot_Leyden_Crystal.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/G_Asthma_Charcot_Leyden_Crystal.png,P19 - Obstructive Diseases and Airway Diseases,asthma | Charcot-Leyden crystals | eosinophils,Demonstrates a Charcot-Leyden crystal associated with eosinophil-rich asthma.
150,018cfad3e8801af3a8983ba10c0c7c8671c61e81a2e594f339589bd4bafe69f0,Gas-Exchange-Pressures-Diagram.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Gas-Exchange-Pressures-Diagram.png,"P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport | P9 - Pulmonary Physiology Review | Pulmonary - Comprehensive Study Guide",Gas Exchange Pressures Diagram,"Visually verified course-aligned reference for Gas Exchange, Part 1 - Pressures, Diffusion and Transport: Gas Exchange Pressures Diagram."
151,9e744681656aa992c2f6c1140c405a5cc0d4e1d425f8815bdd1019806d2b6c8c,H Bronchiectasis CF Inspissated Mucus Plug.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/H Bronchiectasis CF Inspissated Mucus Plug.png,P20 - Radiology of Obstructive Lung Disease | P38 - Mystery Illness Review Session - Interactive Workshop,cystic fibrosis | mucus plugging | bronchiectasis,Gross inspissated mucus cast makes secretion retention visually concrete.
152,7c7f6082e2c4cb01324d7afb08b9f5897592ad39d7dc76fd16df9e43c008a2ab,Haemophilus Influenzae Overview.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Haemophilus Influenzae Overview.png,P28 - Microbiology of Pneumonia - Bacterial Infections,Microbiology | Diagnostics,Provides a verified lecture-aligned visual anchor for Haemophilus Influenzae Overview
153,40779a8cd9b19383c595d021a83cc8a054ec1d75a2801f91824dc93ed1f83494,Haldane-Bohr-Chloride-Shift-Rbc-Cycle.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Haldane-Bohr-Chloride-Shift-Rbc-Cycle.png,"P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",Haldane Bohr Chloride Shift Rbc Cycle,"Visually verified course-aligned reference for Gas Exchange, Part 1 - Pressures, Diffusion and Transport: Haldane Bohr Chloride Shift Rbc Cycle."
154,4e8b04c971d360b2e1b205101cf0f8baf739d3a8d3a200ecb8825f7bc21ed3cf,Hampton Hump in Pulmonary Infarction.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hampton Hump in Pulmonary Infarction.jpg,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology)",Pathology | Diagnostics,Provides a verified lecture-aligned visual anchor for Hampton Hump in Pulmonary Infarction
155,f935031279adb95548a71958d1cc00de5e9902edcab85f65c6c6f56cccb016e0,Hampton-Hump-from-Pulmonary-Embolism.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hampton-Hump-from-Pulmonary-Embolism.png,P39 - Clinical Pathology & Imaging - Interactive Workshop,Hampton hump | pulmonary infarct,Normal-versus-abnormal comparison localizes the pleural-based wedge of pulmonary infarction.
156,9962153a36363bc88ddf98406ca72c6aa306823c527ad28a8d807ef63470f759,Hemoglobin Curves.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hemoglobin Curves.png,"P11 - Physiology Practice Question Review | P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",Hemoglobin Curves,Visually verified course-aligned reference for Physiology Practice Question Review: Hemoglobin Curves.
157,e0edf5097b9e4a7e7d2e3ebfcaf5d62fee33db915ae0783a8524ce000d9550f4,Hemoglobin DC.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hemoglobin DC.png,"P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",Hemoglobin DC,"Visually verified course-aligned reference for Gas Exchange, Part 1 - Pressures, Diffusion and Transport: Hemoglobin DC."
158,e7674c1425d24bedd8a6efa6c25219d490bf29b93774a266d82dffcbae245328,Histology-of-Bronchial-Mucosa.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Histology-of-Bronchial-Mucosa.png,P1 - Histology of the Respiratory System Review,Histology of Bronchial Mucosa,Visually verified course-aligned reference for Histology of the Respiratory System Review: Histology of Bronchial Mucosa.
159,97707de0109a16e51cd5f55fc4aaee2084bab948cef923c4ac243351f20f64ec,Histoplasmosis Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Histoplasmosis Histology.png,P26.2 - Lung Infections - Pathology Review and Study Supplement | P30 - Microbiology of Pneumonia - Fungal Infections | Pulmonary - Comprehensive Study Guide,Histoplasma | endemic fungi | histology,Provides the characteristic intracellular yeast morphology for Histoplasma.
160,a3ec4974577e7f3356a0ec8665185166af25ec6a203ea3f53203183f1bb79e89,honeycombing.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/honeycombing.jpg,P24 - Diseases of the Respiratory Tract - Part 2 - Restrictive Disease (Pathology),UIP | honeycombing | CT,Shows basal honeycombing on CT.
161,b3fdfdbcac95b6b48165fd5e7a68df0da0bf2903c377748808940cde0aa87863,Hyperinflation in COPD.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hyperinflation in COPD.jpg,P18 - Basic Interpretation of Chest X-Ray | P20 - Radiology of Obstructive Lung Disease | P27.2 - Chest X-Ray Final Review | P37 - Advanced Spirometry Review - Interactive Workshop,COPD | hyperinflation | chest radiograph,Shows flattened diaphragms increased rib count hyperlucency and a stretched narrow heart.
162,3b2592a0887d48a37e225b946ec21984a9cf75f9c6801801714cf4c28c18734a,hyperinflation-in-obstructive-lung-disease.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/hyperinflation-in-obstructive-lung-disease.jpg,P12 - Approach to Pulmonary Abnormalities | P18 - Basic Interpretation of Chest X-Ray | P20 - Radiology of Obstructive Lung Disease,inspection | hyperinflation | COPD | diaphragm,"Connects obstructive air trapping to hyperinflation, flattened diaphragm, and increased work of breathing."
163,ce07db9ef09969f756068ade6cc6a7116e1c5a08156f6b53e7a8290b875ba366,Hypersensitivity pneumonitis HE 2.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hypersensitivity pneumonitis HE 2.jpg,P24 - Diseases of the Respiratory Tract - Part 2 - Restrictive Disease (Pathology),hypersensitivity pneumonitis | histology,Shows poorly formed granulomatous inflammation in HP.
164,359b02ed29b04d7466fc172d69e9d24725d336857ecf740ae33d4b0a9b304882,Hyperventilation-Effect-on-Vq-Mismatch.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hyperventilation-Effect-on-Vq-Mismatch.png,"P7 - Gas Exchange, Part 2 - Causes of Hypoxemia",Hyperventilation Effect on Vq Mismatch,"Visually verified course-aligned reference for Gas Exchange, Part 2 - Causes of Hypoxemia: Hyperventilation Effect on Vq Mismatch."
165,993f34fcb0e013a1720b58a802f77bb7f0910fcc457007969cd3ed7c9e10ed2c,Hypoxemia-Anemia-Co-Comparison-Table.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hypoxemia-Anemia-Co-Comparison-Table.png,"P10 - Physiology Six-Case Workshop | P13 - Pulmonary Problem Solving Exercise Part 1 | P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",Hypoxemia Anemia Co Comparison Table,Visually verified course-aligned reference for Physiology Six-Case Workshop: Hypoxemia Anemia Co Comparison Table.
166,e969b9a5e5ce72e052fdb4853b0f4431f939d75105d2cdf037bfb3c980c4d0b5,hypoxia-causes-overview-diagram.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/hypoxia-causes-overview-diagram.png,P17 - Introduction to Respiratory Pathophysiology,tissue hypoxia | hypoxemia | A-a gradient,Integrates major hypoxemia and tissue-hypoxia mechanisms with the expected A-a gradient response.
167,bf768679ee2094537d50a44189cf0c7766eeee05a9b4414a5e07161f56c8b809,hypoxic-vasoconstriction-effect.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/hypoxic-vasoconstriction-effect.png,P17 - Introduction to Respiratory Pathophysiology | P3 - Airway and Vascular Flow,hypoxic pulmonary vasoconstriction | V/Q matching | pulmonary perfusion,Contrasts pulmonary perfusion with and without hypoxic vasoconstriction to show V/Q preservation.
168,ab699b8c6fb5f31e277f2d27adf528ae784172f93b3c31e82afe9bcf81b7aa15,Idiopathic Pulmonary Fibrosis 1:2 Pain.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Idiopathic Pulmonary Fibrosis 1:2 Pain.jpg,P14 - Introduction to Pulmonary Pathophysiology | P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,idiopathic pulmonary fibrosis | interstitial lung disease | chest radiograph,Chest radiograph illustrates the basal reticular pattern of idiopathic pulmonary fibrosis.
169,26f3775f3dbf492312c624a870d1c165716d665efcc61563fc6ecf84463bbea4,Influenza Virus Overview.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Influenza Virus Overview.png,P29 - Microbiology of Pneumonia - Viral Infections of the Respiratory Tract,Microbiology | Clinical,Provides a verified lecture-aligned visual anchor for Influenza Virus Overview
170,5062ad18c48573e77979f7d042e71c91b95afc1af29ced77de75b525cce05ac2,Influenza-Virus-Life-Cycle.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Influenza-Virus-Life-Cycle.jpg,P29 - Microbiology of Pneumonia - Viral Infections of the Respiratory Tract,Microbiology | Clinical,Provides a verified lecture-aligned visual anchor for Influenza Virus Life Cycle
171,ae159adb04838168ce5321d3be1d38799b74d946a4eddfa847558404929bdb7f,Interstitial-Atypical-Pneumonia.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Interstitial-Atypical-Pneumonia.png,P31 - Review of Pneumonia - Pathology and Pharmacology,atypical pneumonia | interstitial pattern | chest radiograph,Contrasts a diffuse interstitial atypical-pneumonia pattern with the focal air-space pattern of typical lobar disease.
172,c1ec431105691d44488d01ed12b23af247279c95211bf904c0b8e79af93349d4,interstitial-lung-disease-ct-and-cxr.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/interstitial-lung-disease-ct-and-cxr.png,P17 - Introduction to Respiratory Pathophysiology | P25 - Radiology of Restrictive Lung Disease and Extras,interstitial pattern | interstitial lung disease | CT | chest radiograph,Pairs CT and radiographic examples of a bilateral reticular interstitial pattern.
173,baf855ca05379d7b3dcd4dd3c4d3b022e05ffa338295d550b7d0957cb8d012f3,Intrapulmonary and intrapleural pressure during respiration.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Intrapulmonary and intrapleural pressure during respiration.jpg,"P17 - Introduction to Respiratory Pathophysiology | P4 - Mechanics, Compliance and Ventilation",intrapleural pressure | ventilation mechanics | respiratory cycle,"Plots lung volume, intrapulmonary pressure, and intrapleural pressure throughout inspiration and expiration."
174,0cdaca6ac22c63be4fd80456bd565d9f4bb9347e7297dd49e6f85678fc4c109c,Invasive Aspergillosis.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Invasive Aspergillosis.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P26.2 - Lung Infections - Pathology Review and Study Supplement | Pulmonary - Comprehensive Study Guide",Pathology | Diagnostics,"P26.2 (p.23-24) teaches invasive, angioinvasive Aspergillus causing targetoid infarction; this labeled histology shows the fungal acute-angle branching hyphae that define invasive aspergillosis, complementing the lecture's gross infarct image"
175,3f722b4176b0578946271b90120b3bd2f038c187befb482ebe584f2654caccc3,Klebsiella Pneumoniae Mucoid Colonies.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Klebsiella Pneumoniae Mucoid Colonies.png,P28 - Microbiology of Pneumonia - Bacterial Infections,Microbiology | Diagnostics,Provides a verified lecture-aligned visual anchor for Klebsiella Pneumoniae Mucoid Colonies
176,bea6f8e4b2328e0db8bbf2fb62e1da698236945c85f528abf15df61efbe8ef6a,Laplace-Law-Collapsing-Pressure-Formula.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Laplace-Law-Collapsing-Pressure-Formula.png,P3 - Airway and Vascular Flow,Laplace Law Collapsing Pressure Formula,Visually verified course-aligned reference for Airway and Vascular Flow: Laplace Law Collapsing Pressure Formula.
177,75d1f34e34f4b13c9cd05dec01e659376474971cd999cd45d98538313a39e917,Large cell carcinoma of the lung.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Large cell carcinoma of the lung.jpg,P14 - Introduction to Pulmonary Pathophysiology,large-cell carcinoma | histology | lung cancer,Histologic panels illustrate the poorly differentiated large-cell carcinoma pattern.
178,2016e3e785e2e9e9e6f43ec3a6661562069488dabaec39f968e29d8f9fb90c33,large-pleural-effusion-with-contralateral-mediastinal-shift.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/large-pleural-effusion-with-contralateral-mediastinal-shift.png,P18 - Basic Interpretation of Chest X-Ray,pleural effusion | mediastinal shift | volume gain,Shows a massive effusion pushing the trachea and mediastinum away.
179,f12c9cf01994de49c9145dc25fbc115d378eca29496b0881cb33bfa48131a75a,large-unilateral-consolidation-no-mediastinal-shift.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/large-unilateral-consolidation-no-mediastinal-shift.png,P18 - Basic Interpretation of Chest X-Ray,consolidation | mediastinal shift | opacity,Contrasts consolidation with collapse and effusion by showing no major mediastinal shift.
180,7ca5e94d5f5b83747e8efc977855c3baba5293672274f4d081afa2e3f7f9aa3d,large-volume-atelectasis-with-ipsilateral-mediastinal-shift-frontal.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/large-volume-atelectasis-with-ipsilateral-mediastinal-shift-frontal.png,P18 - Basic Interpretation of Chest X-Ray | Pulmonary - Comprehensive Study Guide,atelectasis | mediastinal shift | volume loss,Shows complete hemithorax opacity with mediastinal shift toward volume loss.
181,1c3b1b4d584b3b925f088ee026b15ae463b92c0cfdeb1099c13b04cb893dd039,Laryngomalacia.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Laryngomalacia.jpg,P33 - Otolaryngology - Upper Airway Pathology,laryngomalacia | inspiratory stridor | dynamic collapse,Mechanism diagram of inspiratory supraglottic collapse in laryngomalacia.
182,f2e652d96a70b6e428a957784773244b9fa6b920a95509b705efa064cdc48665,left-hilar-lung-mass-chest-xray.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/left-hilar-lung-mass-chest-xray.jpg,P18 - Basic Interpretation of Chest X-Ray | P27 - Radiology of Pulmonary Infections and Lung Cancer | P27.2 - Chest X-Ray Final Review,central lung tumor | hilar mass,Demonstrates a central hilar lung mass that may obstruct a proximal bronchus.
183,1b7dfe0bf09310d15e9c36453f221713a25560fc8476f2685e488c0afe495e6f,left-upper-lobe-pneumonia-frontal.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/left-upper-lobe-pneumonia-frontal.jpg,P13 - Pulmonary Problem Solving Exercise Part 1 | P31 - Review of Pneumonia - Pathology and Pharmacology,pneumonia | acute dyspnea | chest radiograph,Frontal chest radiograph demonstrating focal lobar pneumonia as an infectious cause of acute dyspnea.
184,19db64b98f3f641c5f3af21bc082ac376dc4b97f1a52f96861f6e277e24bb394,Left-Upper-Lobe-Pneumonia-Lateral.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Left-Upper-Lobe-Pneumonia-Lateral.jpg,P27 - Radiology of Pulmonary Infections and Lung Cancer | P31 - Review of Pneumonia - Pathology and Pharmacology,Diagnostics | Pathology,Provides a verified lecture-aligned visual anchor for Left Upper Lobe Pneumonia Lateral
185,b2a6fa3c3d748ca7c4ae22ab5fea5b3b6a43cdd46a6e34c0dbad25764eb2ff6c,Legionella Pneumonia.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Legionella Pneumonia.jpg,P28 - Microbiology of Pneumonia - Bacterial Infections,Microbiology | Diagnostics,Provides a verified lecture-aligned visual anchor for Legionella Pneumonia
186,caab2b19821302ce3e971a800d9ce104600535af66f98f80d6623b2141faba0a,Legionella Pneumophila Overview.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Legionella Pneumophila Overview.png,P28 - Microbiology of Pneumonia - Bacterial Infections,Microbiology | Diagnostics,Provides a verified lecture-aligned visual anchor for Legionella Pneumophila Overview
187,f676825b3ae40c94d6a5fee1a4302fced18ba6f80b1c088ae810911cb1e85760,Lobar Consolidation.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lobar Consolidation.jpg,P27 - Radiology of Pulmonary Infections and Lung Cancer,Diagnostics | Pathology,Provides a verified lecture-aligned visual anchor for Lobar Consolidation
188,be5010db1c6a6faee841d50ff9e7f9b0b49ccfb143d0170e29fd1a2605c8fd4c,Lobar-Pneumonia-Pathology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lobar-Pneumonia-Pathology.png,P31 - Review of Pneumonia - Pathology and Pharmacology,lobar pneumonia | pathology,Connects lobar pneumonia imaging with alveolar inflammatory filling.
189,3e06a86314e561f6164ed7276943e8204f444d1df3735f824e6ae54321bb97da,Lobar-Pneumonia-with-Parapneumonic-Effusion.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lobar-Pneumonia-with-Parapneumonic-Effusion.jpg,P26.2 - Lung Infections - Pathology Review and Study Supplement | P27 - Radiology of Pulmonary Infections and Lung Cancer | P31 - Review of Pneumonia - Pathology and Pharmacology,lobar pneumonia | parapneumonic effusion | radiology,Links lobar airspace consolidation with a parapneumonic pleural effusion.
190,f73214a3d70fcbf3efa1d3b2ba7e6791624b9a0799c33dd34ff622339e8a20a7,Low-Tidal-Volume-Dead-Space-Ventilation.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Low-Tidal-Volume-Dead-Space-Ventilation.png,"P35 - Acute Respiratory Failure | P4 - Mechanics, Compliance and Ventilation",tidal volume | dead space | alveolar ventilation,Tidal-volume schematic makes clear why shallow breathing can leave little effective alveolar ventilation after dead space.
191,bf30ba9d620c5ecac82fe7e7b33e88d245a8c326850a1ffc58e84858d2a9a679,Lung Development.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lung Development.png,P36 - Pulmonary Developmental Anomalies,lung development | embryology | developmental stages,"High-resolution timeline aligns embryonic, pseudoglandular, canalicular, saccular, and alveolar stages with their developing structures."
192,d8248b92d3aa070dcf807912360e45f47b841e929d8ee4933e288a110206cef3,Lung Volumes and Capacities.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lung Volumes and Capacities.png,P11 - Physiology Practice Question Review | P2 - Structure and Volumes | P37 - Advanced Spirometry Review - Interactive Workshop | P9 - Pulmonary Physiology Review | Pulmonary - Comprehensive Study Guide,Lung Volumes and Capacities,Visually verified course-aligned reference for Physiology Practice Question Review: Lung Volumes and Capacities.
